1.292000e-07, 2.479491e+05, 1.281401e-02, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-07, 7.840840e+05, 3.848468e-02, 6.354787e+02, 1.041598e+03, 1.081953e+06,
1.292000e-07, 2.479491e+06, 7.439767e-02, 8.291311e+02, 1.869154e+03, 3.055325e+06,
1.292000e-07, 7.840840e+06, 1.577130e-01, 1.209462e+03, 3.370110e+03, 9.061531e+06,
1.292000e-07, 2.479491e+07, 2.658959e-01, 1.615733e+03, 4.054592e+03, 2.685293e+07,
1.292000e-06, 2.479491e+05, 1.281401e-01, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-06, 7.840840e+05, 3.798794e-01, 6.378772e+02, 1.023483e+03, 1.078108e+06,
1.292000e-06, 2.479491e+06, 7.776772e-01, 8.567522e+02, 1.965451e+03, 3.081410e+06,
1.292000e-06, 7.840840e+06, 1.633409e+00, 1.246048e+03, 3.509186e+03, 9.105126e+06,
1.292000e-06, 2.479491e+07, 2.913606e+00, 1.680386e+03, 4.429357e+03, 2.705003e+07,
1.292000e-05, 2.479491e+05, 1.281401e+00, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-05, 7.840840e+05, 3.748613e+00, 6.409015e+02, 1.005439e+03, 1.074224e+06,
1.292000e-05, 2.479491e+06, 8.192254e+00, 8.852516e+02, 2.094983e+03, 3.113568e+06,
1.292000e-05, 7.840840e+06, 1.706087e+01, 1.281143e+03, 3.712692e+03, 9.161378e+06,
1.292000e-05, 2.479491e+07, 3.154696e+01, 1.743373e+03, 4.821704e+03, 2.723663e+07,
1.292000e-04, 2.479491e+05, 1.281401e+01, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-04, 7.840840e+05, 3.790516e+01, 6.351560e+02, 1.004925e+03, 1.077468e+06,
1.292000e-04, 2.479491e+06, 8.733500e+01, 9.117374e+02, 2.292144e+03, 3.155459e+06,
1.292000e-04, 7.840840e+06, 1.805521e+02, 1.245406e+03, 3.899074e+03, 9.238303e+06,
1.292000e-04, 2.479491e+07, 3.489005e+02, 1.787150e+03, 5.389550e+03, 2.749539e+07,
1.292000e-03, 2.479491e+05, 1.281401e+02, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-03, 7.840840e+05, 3.789756e+02, 6.345721e+02, 1.008536e+03, 1.077409e+06,
1.292000e-03, 2.479491e+06, 9.011264e+02, 9.369993e+02, 2.345085e+03, 3.176958e+06,
1.292000e-03, 7.840840e+06, 1.897324e+03, 1.285125e+03, 4.171653e+03, 9.309358e+06,
1.292000e-03, 2.479491e+07, 3.829516e+03, 1.871262e+03, 6.035463e+03, 2.775894e+07,
1.292000e-02, 2.479491e+05, 1.281401e+03, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-02, 7.840840e+05, 3.788996e+03, 6.339880e+02, 1.012161e+03, 1.077350e+06,
1.292000e-02, 2.479491e+06, 9.388107e+03, 9.620705e+02, 2.474360e+03, 3.206125e+06,
1.292000e-02, 7.840840e+06, 2.005771e+04, 1.320560e+03, 4.477833e+03, 9.393295e+06,
1.292000e-02, 2.479491e+07, 4.243193e+04, 1.955776e+03, 6.782601e+03, 2.807912e+07,
1.292000e-01, 2.479491e+05, 1.281401e+04, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-01, 7.840840e+05, 3.788238e+04, 6.334037e+02, 1.015799e+03, 1.077291e+06,
1.292000e-01, 2.479491e+06, 9.873441e+04, 9.869654e+02, 2.634257e+03, 3.243690e+06,
1.292000e-01, 7.840840e+06, 2.143944e+05, 1.360453e+03, 4.847363e+03, 9.500242e+06,
1.292000e-01, 2.479491e+07, 4.736294e+05, 2.045732e+03, 7.625235e+03, 2.846078e+07,
1.292000e+00, 2.479491e+05, 1.281401e+05, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e+00, 7.840840e+05, 3.780821e+05, 6.329669e+02, 1.011268e+03, 1.076717e+06,
1.292000e+00, 2.479491e+06, 1.006548e+06, 1.006868e+03, 2.671690e+03, 3.258554e+06,
1.292000e+00, 7.840840e+06, 2.258119e+06, 1.438845e+03, 5.136638e+03, 9.588610e+06,
1.292000e+00, 2.479491e+07, 5.234817e+06, 2.168459e+03, 9.005546e+03, 2.884663e+07,
