1.292000e-07, 2.479491e+05, 1.281401e-02, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-07, 7.840840e+05, 3.822075e-02, 6.354787e+02, 1.034312e+03, 1.074324e+06,
1.292000e-07, 2.479491e+06, 7.452985e-02, 8.291311e+02, 1.870904e+03, 3.068739e+06,
1.292000e-07, 7.840840e+06, 1.584651e-01, 1.209462e+03, 3.379058e+03, 9.131305e+06,
1.292000e-07, 2.479491e+07, 2.687793e-01, 1.615733e+03, 4.069260e+03, 2.733178e+07,
1.292000e-06, 2.479491e+05, 1.281401e-01, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-06, 7.840840e+05, 3.842407e-01, 6.378772e+02, 1.035440e+03, 1.090759e+06,
1.292000e-06, 2.479491e+06, 7.858629e-01, 8.567522e+02, 1.977888e+03, 3.163593e+06,
1.292000e-06, 7.840840e+06, 1.672886e+00, 1.246048e+03, 3.562633e+03, 9.445958e+06,
1.292000e-06, 2.479491e+07, 2.925534e+00, 1.680386e+03, 4.436528e+03, 2.721063e+07,
1.292000e-05, 2.479491e+05, 1.281401e+00, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-05, 7.840840e+05, 3.868655e+00, 6.409015e+02, 1.038123e+03, 1.109215e+06,
1.292000e-05, 2.479491e+06, 8.282981e+00, 8.852516e+02, 2.110413e+03, 3.201982e+06,
1.292000e-05, 7.840840e+06, 1.758026e+01, 1.281143e+03, 3.793242e+03, 9.556249e+06,
1.292000e-05, 2.479491e+07, 3.163400e+01, 1.743373e+03, 4.827515e+03, 2.733898e+07,
1.292000e-04, 2.479491e+05, 1.281401e+01, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-04, 7.840840e+05, 3.816620e+01, 6.351560e+02, 1.011762e+03, 1.085390e+06,
1.292000e-04, 2.479491e+06, 8.713996e+01, 9.117374e+02, 2.287087e+03, 3.141176e+06,
1.292000e-04, 7.840840e+06, 1.812637e+02, 1.245406e+03, 3.911939e+03, 9.276520e+06,
1.292000e-04, 2.479491e+07, 3.604976e+02, 1.787150e+03, 5.476763e+03, 2.885362e+07,
1.292000e-03, 2.479491e+05, 1.281401e+02, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-03, 7.840840e+05, 3.811197e+02, 6.345721e+02, 1.014173e+03, 1.083922e+06,
1.292000e-03, 2.479491e+06, 9.084085e+02, 9.369993e+02, 2.358526e+03, 3.222678e+06,
1.292000e-03, 7.840840e+06, 1.905483e+03, 1.285125e+03, 4.186084e+03, 9.346482e+06,
1.292000e-03, 2.479491e+07, 3.934952e+03, 1.871262e+03, 6.119017e+03, 2.886256e+07,
1.292000e-02, 2.479491e+05, 1.281401e+03, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-02, 7.840840e+05, 3.805774e+03, 6.339880e+02, 1.016589e+03, 1.082451e+06,
1.292000e-02, 2.479491e+06, 9.454175e+03, 9.620705e+02, 2.487128e+03, 3.240473e+06,
1.292000e-02, 7.840840e+06, 1.991570e+04, 1.320560e+03, 4.453084e+03, 9.334878e+06,
1.292000e-02, 2.479491e+07, 4.275035e+04, 1.955776e+03, 6.808694e+03, 2.837087e+07,
1.292000e-01, 2.479491e+05, 1.281401e+04, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e-01, 7.840840e+05, 3.800351e+04, 6.334037e+02, 1.019008e+03, 1.080977e+06,
1.292000e-01, 2.479491e+06, 9.824264e+04, 9.869654e+02, 2.624326e+03, 3.219334e+06,
1.292000e-01, 7.840840e+06, 2.091981e+05, 1.360453e+03, 4.756110e+03, 9.288812e+06,
1.292000e-01, 2.479491e+07, 4.643907e+05, 2.045732e+03, 7.548888e+03, 2.772850e+07,
1.292000e+00, 2.479491e+05, 1.281401e+05, 3.726278e+02, 3.455039e+02, 3.471288e+05,
1.292000e+00, 7.840840e+05, 3.784842e+05, 6.329669e+02, 1.012335e+03, 1.077952e+06,
1.292000e+00, 2.479491e+06, 1.009712e+06, 1.006868e+03, 2.680020e+03, 3.272194e+06,
1.292000e+00, 7.840840e+06, 2.237913e+06, 1.438845e+03, 5.101680e+03, 9.492263e+06,
1.292000e+00, 2.479491e+07, 5.227485e+06, 2.168459e+03, 8.999453e+03, 2.879371e+07,
